Region,Technology,Data Type,Year,Electricity statistics
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2000,5720.75
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2001,5839.75
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2002,5898.85
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2003,6267.5
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2004,6273.14
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2005,6610.99
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2006,6603.74
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2007,6984.32
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2008,7092.44
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2009,7313.59
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2010,7634.92
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2011,8395.58
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2012,9338.77
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2013,9517.28
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2014,10191.89
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2015,11888.47
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2016,13204.3
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2017,14034.94
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2018,14986.57
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2019,15892.05
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2020,16432.22
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2021,17066.65
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2022,17616.94
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2023,18559.47
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2000,3.4
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2001,4.55
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2002,5.29
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2003,6.15
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2004,7.33
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2005,8.43
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2006,12.93
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2007,15.86
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2008,20.23
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2009,30.19
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2010,55.97
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2011,108.72
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2012,249.21
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2013,324.55
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2014,435.55
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2015,1199.28
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2016,1920.42
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2017,2378.59
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2018,2926.75
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2019,3908.79
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2020,4671.79
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2021,6154.99
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2022,6278.19
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2023,-
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2000,2.38
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2001,3.22
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2002,3.71
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2003,4.27
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2004,5.14
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2005,6.28
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2006,10.45
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2007,14.25
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2008,20.42
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2009,34.58
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2010,64.8
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2011,135.85
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2012,195.42
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2013,249.5
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2014,295.09
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2015,997.54
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2016,1205.17
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2017,1566.32
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2018,1950.34
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2019,2539.17
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2020,2821.58
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2021,3541.51
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2022,3945.25
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2023,4766.77
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2000,199.45
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2001,273.74
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2002,360.19
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2003,335.08
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2004,394.86
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2005,350.85
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2006,436.73
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2007,410.51
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2008,370.87
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2009,635.04
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2010,812.21
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2011,1110.67
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2012,1737.06
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2013,2295.1
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2014,3092.95
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2015,3960.84
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2016,4379.93
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2017,4429.68
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2018,5853.17
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2019,6143.38
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2020,5697.91
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2021,6243.82
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2022,5827.6
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2023,-
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2000,61.43
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2001,84.53
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2002,86.73
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2003,98.97
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2004,120.77
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2005,124.57
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2006,126.5
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2007,132.88
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2008,139.66
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2009,269.16
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2010,322.32
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2011,471.28
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2012,739.51
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2013,739.58
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2014,927.16
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2015,1245.62
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2016,1485.06
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2017,1609.94
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2018,1736.52
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2019,1955.41
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2020,1968.78
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2021,1992.28
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2022,2110.2
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2023,2127.6
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2000,17105.06
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2001,15144.36
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2002,16300.24
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2003,17043.2
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2004,19561.15
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2005,20690.92
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2006,20769.78
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2007,20657.92
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2008,22140.84
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2009,21034.22
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2010,23274.34
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2011,23005.82
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2012,24734.46
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2013,24295.43
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2014,23256.78
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2015,23821.5
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2016,24552.86
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2017,29717.4
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2018,27187.96
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2019,23126.98
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2020,28784.56
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2021,31795.23
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2022,33542.66
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2023,-
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2000,4065.25
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2001,4077.42
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2002,4344.65
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2003,4559.9
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2004,4633.47
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2005,4637.68
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2006,4834.91
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2007,4987.6
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2008,5047.53
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2009,5095.31
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2010,5337.1
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2011,5745.8
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2012,6188.36
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2013,6297.39
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2014,6577.75
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2015,6957.31
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2016,7607.96
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2017,7755.26
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2018,8033.8
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2019,8147.55
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2020,8264.88
